EventNumber Product1_Name Product1_isBoson Product1_mass Product1_px Product1_py Product1_pz Product1_E Product1_pT Product2_Name Product2_isBoson Product2_mass Product2_px Product2_py Product2_pz Product2_E Product2_pT
97 b 0 4.18 -10.89 -26.56 -4.44 29.3464 28.7058 b 0 4.18 -88.11 -5.44 -69.56 112.468 88.2778
98 b 0 4.18 13.43 -19.53 -0 24.0678 23.702 b 0 4.18 3.57 -73.47 -55 91.9405 73.5567
99 b 0 4.18 39.36 -4.29 3 39.926 39.5931 b 0 4.18 56.64 -6.71 12 58.4345 57.0361
100 b 0 4.18 6.44 -43.68 -9.66 45.3895 44.1522 b 0 4.18 21.56 -34.32 -36.34 54.5964 40.5302
101 b 0 4.18 -8.12 19.38 -8.84 23.1762 21.0123 b 0 4.18 -20.88 31.62 -17.16 41.8059 37.8919
102 b 0 4.18 -11 14 -7.41 19.7327 17.8045 b 0 4.18 -89 14 -11.59 90.9329 90.0944
103 tau+ 0 1.77 6.72 -9.24 24.99 27.5349 11.4252 tau- 0 1.77 89.28 -11.76 26.01 93.749 90.0512
104 b 0 4.18 -20.35 -17.94 -4.62 27.8349 27.1287 b 0 4.18 -16.65 -28.06 -72.38 79.5042 32.628
105 b 0 4.18 70.47 0.7 -2.55 70.6434 70.4735 b 0 4.18 16.53 34.3 -12.45 40.2766 38.0753
106 b 0 4.18 -35 22.88 -2.22 42.082 41.815 b 0 4.18 -35 29.12 -34.78 57.4465 45.5299
107 b 0 4.18 5.04 -1.98 -20.3 21.4216 5.41498 b 0 4.18 12.96 -97.02 -8.7 98.3565 97.8818
108 b 0 4.18 -0.95 -50.92 -5.04 51.3481 50.9289 b 0 4.18 -4.05 -25.08 -30.96 40.2666 25.4049
109 b 0 4.18 9.6 -13.87 4.35 17.9146 16.8682 b 0 4.18 70.4 -5.13 24.65 74.8837 70.5867
110 W+ 1 80.4 -76.26 0.98 -1.74 110.832 76.2663 W- 1 80.4 -5.74 97.02 -27.26 129.047 97.1896
111 b 0 4.18 19.72 -3.85 -29.7 36.1007 20.0923 b 0 4.18 48.28 -73.15 -15.3 89.0699 87.6463
112 b 0 4.18 37 38.22 -4.62 53.5592 53.1956 b 0 4.18 37 59.78 -37.38 79.7332 70.304
113 tau+ 0 1.77 80.51 2.91 -0 80.582 80.5626 tau- 0 1.77 2.49 94.09 -86 127.508 94.1229
114 b 0 4.18 19.55 1.96 1.04 20.1146 19.648 b 0 4.18 3.45 26.04 11.96 29.1633 26.2675
115 b 0 4.18 9.68 -33.12 -4.42 35.0378 34.5056 b 0 4.18 78.32 -12.88 -21.58 82.3595 79.372
116 b 0 4.18 9.45 -11.2 -12.18 19.5081 14.6541 b 0 4.18 5.55 -58.8 -45.82 74.8678 59.0613
117 b 0 4.18 68.73 -7.68 0.2 69.2843 69.1578 b 0 4.18 10.27 -56.32 19.8 60.7201 57.2487
118 b 0 4.18 56.8 7 -15.58 59.4596 57.2297 b 0 4.18 23.2 63 -66.42 94.5322 67.136
119 b 0 4.18 -37 -17.6 -9.54 42.2758 40.9727 b 0 4.18 -37 -37.4 -43.46 68.3667 52.6095
120 b 0 4.18 1.34 -8.06 31.45 32.7618 8.17063 b 0 4.18 65.66 -53.94 5.55 85.2586 84.9751
121 b 0 4.18 -35.2 8.48 -4.9 36.7754 36.2071 b 0 4.18 -52.8 7.52 -65.1 84.2607 53.3328
122 b 0 4.18 17.08 21 -1.71 27.4431 27.0689 b 0 4.18 10.92 49 -17.29 53.2603 50.2021
123 W+ 1 80.4 -27.3 16.8 20.47 88.9422 32.0551 W- 1 80.4 -50.7 23.2 68.53 119.454 55.756
124 b 0 4.18 6.16 0.84 20.72 22.0327 6.21701 b 0 4.18 4.84 11.16 35.28 37.5516 12.1643
125 W+ 1 80.4 -40.71 -5.98 7.68 90.6433 41.1469 W- 1 80.4 -18.29 -20.02 88.32 122.474 27.1169
126 b 0 4.18 31.2 -4.08 7.56 32.6299 31.4656 b 0 4.18 46.8 -63.92 6.44 79.5924 79.2212
127 b 0 4.18 -32.43 10.05 -4 34.441 33.9515 b 0 4.18 -14.57 56.95 -21 62.5624 58.7842
128 b 0 4.18 2.1 45.9 3.92 46.304 45.948 b 0 4.18 3.9 44.1 24.08 50.5701 44.2721
129 b 0 4.18 -3.72 -2.2 24.84 25.5573 4.32185 b 0 4.18 -89.28 -52.8 2.16 103.831 103.724
130 W+ 1 80.4 5.88 9.6 5.58 81.3759 11.2576 W- 1 80.4 15.12 86.4 3.42 119.035 87.713
131 b 0 4.18 -22.11 0.25 17.36 28.4211 22.1114 b 0 4.18 -10.89 4.75 44.64 46.3827 11.8808
132 b 0 4.18 -36.58 -10.92 0.4 38.4054 38.1752 b 0 4.18 -25.42 -17.08 19.6 36.5997 30.6252
133 tau+ 0 1.77 0.13 -10.44 -40.6 41.9584 10.4408 tau- 0 1.77 0.87 -25.56 -29.4 39.0072 25.5748
134 b 0 4.18 -47.85 -0.29 7.44 48.6059 47.8509 b 0 4.18 -7.15 -28.71 54.56 62.2065 29.5869
135 W+ 1 80.4 9.02 -3.2 1.4 80.9798 9.57081 W- 1 80.4 1.98 -36.8 12.6 89.3369 36.8532
136 b 0 4.18 0.68 8.64 -0.48 9.63404 8.66672 b 0 4.18 1.32 39.36 -0.52 39.6068 39.3821
137 b 0 4.18 -31.54 -14.63 17.63 39.2058 34.7679 b 0 4.18 -51.46 -62.37 23.37 84.272 80.8588
138 b 0 4.18 16.38 -9.92 10.08 22.0406 19.1497 b 0 4.18 61.62 -52.08 5.92 81.0054 80.6805
139 b 0 4.18 11.18 -34.86 -7.35 37.5727 36.6089 b 0 4.18 14.82 -48.14 -41.65 65.4926 50.3696
140 tau+ 0 1.77 45.82 -1.9 -18.62 49.527 45.8594 tau- 0 1.77 12.18 -93.1 -79.38 122.965 93.8934
141 W+ 1 80.4 -80.36 -0.38 0 113.675 80.3609 W- 1 80.4 -1.64 -18.62 84 117.769 18.6921
142 b 0 4.18 5.22 10.05 25.11 27.861 11.3248 b 0 4.18 81.78 4.95 67.89 106.485 81.9297
143 W+ 1 80.4 77.6 0.35 -0.56 111.742 77.6008 W- 1 80.4 2.4 34.65 -27.44 91.7796 34.733
144 tau+ 0 1.77 -11.36 39.22 -11.78 42.5342 40.8321 tau- 0 1.77 -59.64 34.78 -26.22 73.8729 69.0404
145 W+ 1 80.4 38.25 10.25 4.96 89.7602 39.5996 W- 1 80.4 36.75 14.75 57.04 106.235 39.5996
146 W+ 1 80.4 24.96 0.69 -47.4 96.6147 24.9695 W- 1 80.4 39.04 68.31 -31.6 116.846 78.679
147 b 0 4.18 -2.1 35.42 40.42 53.9466 35.4822 b 0 4.18 -27.9 41.58 45.58 67.8404 50.073
148 b 0 4.18 -2.64 -4.96 -0.88 7.05819 5.61883 b 0 4.18 -0.36 -57.04 -21.12 60.969 57.0411
149 W+ 1 80.4 -43.86 3.91 12.74 92.5497 44.0339 W- 1 80.4 -42.14 13.09 36.26 98.6209 44.1263
150 b 0 4.18 -4.69 -8.05 -33.64 35.1557 9.31658 b 0 4.18 -62.31 -14.95 -24.36 68.6798 64.0784
151 b 0 4.18 25.92 14.7 -2.45 30.1896 29.7983 b 0 4.18 10.08 55.3 -32.55 65.0897 56.2112
152 b 0 4.18 45.6 9.84 -12.73 48.5357 46.6496 b 0 4.18 34.4 31.16 -54.27 71.5333 46.4145
153 b 0 4.18 -29.25 -17.1 2.1 34.2031 33.8817 b 0 4.18 -9.75 -77.9 27.9 83.4228 78.5078
154 b 0 4.18 -6.27 41.83 -4.76 42.7691 42.2973 b 0 4.18 -26.73 47.17 -9.24 55.1575 54.2172
155 W+ 1 80.4 -7.2 -25.48 -0 84.6477 26.4777 W- 1 80.4 -7.8 -23.52 -35 91.1218 24.7796
156 b 0 4.18 -13.05 17.15 -3.48 22.2263 21.5505 b 0 4.18 -15.95 17.85 -54.52 59.6903 23.9379
157 W+ 1 80.4 40.92 -20.25 -27.26 96.3939 45.6564 W- 1 80.4 52.08 -54.75 -66.74 128.951 75.5638
158 b 0 4.18 -29.4 1.14 0 29.7175 29.4221 b 0 4.18 -0.6 55.86 19 59.1538 55.8632
159 b 0 4.18 -70.55 2.08 -1.32 70.7166 70.5807 b 0 4.18 -12.45 13.92 -64.68 67.4518 18.6754
160 b 0 4.18 -0.08 9.24 -24.2 26.2392 9.24035 b 0 4.18 -7.92 11.76 -19.8 24.709 14.1783
161 tau+ 0 1.77 11.34 -15.96 58.5 61.7147 19.5785 tau- 0 1.77 69.66 -60.04 31.5 97.225 91.9637
162 b 0 4.18 -4.44 -18.9 11.34 22.869 19.4145 b 0 4.18 -7.56 -23.1 51.66 57.245 24.3056
163 b 0 4.18 -54.28 1.62 -5.04 54.6975 54.3042 b 0 4.18 -37.72 4.38 -30.96 49.1729 37.9734
164 W+ 1 80.4 62.05 -9.36 1.62 102.003 62.752 W- 1 80.4 10.95 -62.64 79.38 129.65 63.5899
165 W+ 1 80.4 -76.56 9.12 0.39 111.395 77.1013 W- 1 80.4 -11.44 66.88 38.61 112.066 67.8514
166 b 0 4.18 10.12 -6.72 5.25 13.8783 12.148 b 0 4.18 12.88 -25.28 9.75 30.2904 28.372
167 b 0 4.18 -0.27 9.92 -26.04 28.1786 9.92367 b 0 4.18 -0.73 22.08 -35.96 42.4105 22.0921
168 b 0 4.18 14.74 18.27 3.96 24.1705 23.4747 b 0 4.18 7.26 68.73 29.04 75.082 69.1124
169 b 0 4.18 -46.56 -22.57 -12 53.2796 51.742 b 0 4.18 -50.44 -38.43 -68 93.0727 63.4118
170 b 0 4.18 -27.72 -9.84 -32.64 44.1369 29.4147 b 0 4.18 -71.28 -31.16 -35.36 85.5546 77.7932
171 b 0 4.18 13.44 -33.5 -1.53 36.3689 36.0955 b 0 4.18 70.56 -16.5 -7.47 72.9674 72.4635
172 b 0 4.18 -6 18.48 -34.44 39.763 19.4296 b 0 4.18 -14 47.52 -47.56 68.801 49.5394
173 Z 1 91.2 18.9 1.17 15.96 94.5026 18.9362 Z 1 91.2 26.1 1.83 68.04 116.754 26.1641
174 b 0 4.18 -62.37 -2.24 -8.7 63.1522 62.4102 b 0 4.18 -14.63 -53.76 -49.3 74.5127 55.7151
175 b 0 4.18 -38.71 2.72 0 39.0299 38.8054 b 0 4.18 -10.29 31.28 0 33.1933 32.9291
176 W+ 1 80.4 4.02 16.74 4.86 82.3661 17.2159 W- 1 80.4 1.98 45.26 76.14 119.64 45.3033
177 b 0 4.18 -2.72 -44.82 -0 45.0966 44.9025 b 0 4.18 -13.28 -9.18 -38 41.4982 16.1441
178 b 0 4.18 -22.54 -5.16 22.56 32.5746 23.1231 b 0 4.18 -26.46 -80.84 24.44 88.6003 85.0602
179 b 0 4.18 -9.92 -12 25.53 30.1937 15.5694 b 0 4.18 -52.08 -68 11.47 86.518 85.6524
180 b 0 4.18 0.42 -4.42 -81.6 81.8275 4.43991 b 0 4.18 20.58 -29.58 -14.4 39.0301 36.0349
181 b 0 4.18 3.12 -84.64 -0.06 84.8006 84.6975 b 0 4.18 48.88 -7.36 -2.94 49.6945 49.431
182 b 0 4.18 78.57 -0.59 -0.78 78.6872 78.5722 b 0 4.18 2.43 -58.41 -38.22 69.9705 58.4605
183 b 0 4.18 -21.96 28.67 1.29 36.3778 36.1139 b 0 4.18 -39.04 18.33 41.71 60.1441 43.129
184 b 0 4.18 -1.2 1 54 54.1841 1.56205 b 0 4.18 -18.8 24 6 31.3514 30.4867
185 Z 1 91.2 -6.76 -10.56 0 92.0579 12.5384 Z 1 91.2 -6.24 -11.44 93 130.906 13.0312
186 W+ 1 80.4 -23.14 -6.79 0.12 83.9389 24.1156 W- 1 80.4 -2.86 -90.21 2.88 120.907 90.2553
187 b 0 4.18 55.9 -4.34 0.42 56.2254 56.0682 b 0 4.18 30.1 -26.66 1.58 40.4566 40.209
188 tau+ 0 1.77 33.44 0.68 -1.17 33.5141 33.4469 tau- 0 1.77 42.56 3.32 -1.83 42.7651 42.6893
189 b 0 4.18 -81.84 -1 1.71 81.9706 81.8461 b 0 4.18 -6.16 -24 55.29 60.7322 24.7779
190 b 0 4.18 0 11.52 36.8 38.7869 11.52 b 0 4.18 0 20.48 55.2 59.0249 20.48
191 W+ 1 80.4 64.97 -5.1 8.5 103.844 65.1699 W- 1 80.4 24.03 -45.9 41.5 104.262 51.8098
192 b 0 4.18 0.24 13.34 -29.11 32.2936 13.3422 b 0 4.18 3.76 44.66 -11.89 46.5564 44.818
193 b 0 4.18 3.92 2.04 69.6 69.8653 4.41905 b 0 4.18 52.08 31.96 10.4 62.1241 61.1046
194 b 0 4.18 -27.28 -12.3 -20.5 36.5132 29.9247 b 0 4.18 -34.72 -69.7 -29.5 83.3744 77.8689
195 W+ 1 80.4 -14.82 -18.48 -20.72 86.3401 23.6885 W- 1 80.4 -23.18 -37.52 -53.28 106.057 44.1029
196 b 0 4.18 12.96 -13.65 -10.67 22.0365 18.8224 b 0 4.18 41.04 -7.35 -86.33 95.9617 41.693
197 b 0 4.18 -1.95 -38.69 -1.12 38.9801 38.7391 b 0 4.18 -3.05 -34.31 -12.88 37.0114 34.4453
198 b 0 4.18 -36.57 -10.8 21.06 43.7607 38.1314 b 0 4.18 -32.43 -43.2 56.94 78.5976 54.018
199 b 0 4.18 15.2 -5.31 0.54 16.6433 16.1008 b 0 4.18 22.8 -3.69 53.46 58.3858 23.0967
200 b 0 4.18 11.18 -0.47 36.12 38.0439 11.1899 b 0 4.18 74.82 -46.53 5.88 88.4032 88.1083
201 W+ 1 80.4 48.91 4.69 -7.4 94.5151 49.1343 W- 1 80.4 18.09 62.31 -29.6 107.471 64.8829
202 b 0 4.18 -1.5 2.68 13.65 14.6023 3.07122 b 0 4.18 -0.5 64.32 51.35 82.4112 64.3219
203 b 0 4.18 24.09 -3.44 9.5 26.4553 24.3344 b 0 4.18 8.91 -39.56 40.5 57.4639 40.551
204 W+ 1 80.4 -1.59 -28.5 -12.1 86.1705 28.5443 W- 1 80.4 -51.41 -9.5 -42.9 105.061 52.2804
205 b 0 4.18 -26.95 22.25 -11.6 37.0594 34.948 b 0 4.18 -22.05 66.75 -46.4 84.3338 70.2977
206 b 0 4.18 33.88 11.34 -1.58 36.0058 35.7274 b 0 4.18 43.12 9.66 -77.42 89.2411 44.1888
207 b 0 4.18 25.2 -0.48 -6.96 26.4799 25.2046 b 0 4.18 4.8 -5.52 -80.04 80.4822 7.31508
208 b 0 4.18 40.8 1.6 -0.3 41.0459 40.8314 b 0 4.18 10.2 14.4 -2.7 18.3347 17.6465
209 b 0 4.18 -29.44 33.54 8 45.5315 44.6279 b 0 4.18 -62.56 44.46 24 80.5228 76.7492
210 b 0 4.18 27.26 0.83 -51.1 58.073 27.2726 b 0 4.18 66.74 82.17 -21.9 108.181 105.859
211 W+ 1 80.4 -5.1 -13.44 -7.82 82.0485 14.3751 W- 1 80.4 -4.9 -28.56 -38.18 93.6032 28.9773
212 b 0 4.18 17.1 32.4 -1.2 36.8929 36.6356 b 0 4.18 39.9 48.6 -2.8 63.0816 62.8806
213 b 0 4.18 24.18 18.88 0.94 30.9755 30.6778 b 0 4.18 37.82 13.12 46.06 61.1677 40.0311
